title,sale_price,item_sold,likes,shop_rating,discount_pct,category,brand,product_short_link,opportunity_score
(ลดClearance!) Rare Beauty Stay Vulnerable Melting Cream Blush ของแท้ ชอปไทย,499.0,12.0,8964.0,4.93,63.0,Face,Rare Beauty(แรร์ บิวตี้),https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F2639303%2F10957744252,1506.9
[1min แต่งหน้า] Judydoll จูดี้ดอล ครีมกันแดด Sun Defense Tinted Moisturize ติดทนนาน กันน้ำ,219.0,30.0,8917.0,4.91,65.0,Face Sunscreen,Judydoll,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F341989826%2F29653846626,1506.6
MILLE COLLAGEN VITAMIN+ UV WATERY SUNSCREEN SERUM SPF50+ PA++++  มิลเล่ กันแดดสูตรน้ำผสมคอลลาเจน 40ml.,574.0,501.0,7632.0,4.91,43.0,Face Sunscreen,Mille(มิลเล่),https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F11199750%2F4261845685,1498.95
BANOBAGI Final Sleeping Mask บาโนบากิ สลีปปิ้งมาสก์ 23ml (Acne/Bio-Lacto/Caffeine/Whitening),46.0,2738.0,1622.0,4.94,50.0,Face Mask & Packs,Banobagi,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1086742330%2F22284424951,1494.5
Glad2Glow Perfect Blurring Matte Powder Foundation รองพื้นแป้ง แป้งพัฟ แป้งฝุ่นคุมมัน แป้งคุมมัน แป้งพัฟกันน้ำกันเหงื่อ,129.0,1522.0,4845.0,4.92,74.0,Face,Glad2Glow Official Store,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1113587801%2F25893226186,1494.25
L'OREAL PARIS LUMI GLOTION ลูมิ โกลว์ชั่น เมคอัพเบส ผิวโกลว์ พร้อมบำรุงชุ่มชื้นยาวนาน,379.0,720.0,6778.0,4.91,17.0,Face,L'Oreal Paris,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F29667634%2F42360368160,1454.85
【ส่งจากไทย】JOOCYEE JELLY HIGHLIGHTER STICK ไฮไลท์ประกายมุก ชิมเมอร์ติดแน่น เพื่อผิวสวยเปล่งประกาย,449.0,2.0,8669.0,4.93,0.0,Face,JOOCYEE,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1340297528%2F29213783987,1448.75
"♦️ของแท้·ส่งด่วน·ถูก♦️Sivanna Super Cover Two Way Cake Powder #HF201 : ซิวานน่า แป้งผสมรองพื้น x 1 ชิ้น dayse",99.0,6.0,8559.0,4.86,67.0,Face,Sivanna Colors(ซีเวนน่า คัลเลอร์ส),https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F11210871%2F925966244,1441.05
ถูก/แท้/มีไลฟ์ คอนซีลเลอร์ Srichand Skin Essential Concealer ศรีจันทร์ คอนซีลเลอร์แนบเนื้อ ปกปิด รอยคล้ำใต้ตา รอยสิว,79.0,24.0,8421.0,4.9,64.0,Face,Srichand(ศรีจันทร์),https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F15147300%2F5677031328,1429.35
MAYBELLINE SUPER STAY FLEX POWDER เมย์เบลลีน แป้งผสมรองพื้น ซุปเปอร์สเตย์เฟลกส์ ฟาวเดอร์,349.0,1249.0,5091.0,4.91,13.0,Face,Maybelline,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F29668843%2F43258183152,1412.8
M247 Candybella แป้งบลูบล็อค เนื้อฟิล์ม เนื้อเจล บล็อกความมันบนผิว ติดทนทั้งวัน,85.0,82.0,8184.0,4.75,34.0,Face,NoBrand,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F274041486%2F23008032748,1407.85
HER HYNESS INSTANT YOUTH AOX PLATINUM MASK (7 SHEETS) แพลทินัมมาส์ก 7 แผ่น,590.0,372.0,7140.0,4.94,46.0,Face Mask & Packs,Her Hyness(เฮอ ไฮเนส),https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F224882570%2F14082812457,1374.9
NO.1062คอนซีลเลอร์ เนื้อแมตต์ กันน้ํา ปกปิดรอยคล้ำใต้ตา สําหรับแต่งหน้า,11.0,188.0,7603.0,4.67,81.0,Face,NoBrand,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F175811264%2F23777826440,1367.9
hince Second Skin Airy Powder (2 colors) | hince Official Store,594.0,242.0,7313.0,4.94,37.0,Face,Hince,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F936065432%2F24481561911,1347.65
SUPERMOM l HYDROGEL MASK มาส์กหน้าไฮโดรเจล  MADE IN KOREA 1 กล่อง 4 ซอง,590.0,2113.0,2300.0,4.95,14.0,Face Mask & Packs,Supermom(ซุปเปอร์มัม),https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F422755086%2F50907204201,1341.25
【Not For Sale】Za Niacinamide Brightening Mask - 1pcs,9999.0,2785.0,454.0,4.93,0.0,Face Mask & Packs,Za,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1214134106%2F55003210270,1330.0
DAZZLE ME Better than Filter Maxnificent Essence Cushion คุชชั่นเอสเซนซ์บำรุงผิว เนื้อละเอียดและปกปิดสูง ช่วยเบลอรูขุมขน,189.0,78.0,7509.0,4.88,47.0,Face,DAZZLE ME,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F762689085%2F25277450619,1310.55
[ 1 แถม 1 ] Beauty of Joseon Relief Sun: Rice + Probiotics กันแดดข้าวเสริมโพรไบโอติกส์,950.0,190.0,7184.0,4.91,50.0,After Sun Face Care,Beauty of joseon,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F154654649%2F24502954793,1308.85
Pramy Makeup Artist Setting Spray สเปรย์ล็อกเมคอัพระดับโปร ให้เครื่องสำอางติดทนยาวนานถึง 36 ชั่วโมง [คิมยองแดdearX pick],299.0,1273.0,4290.0,4.94,40.0,Face,Pramy,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F894069633%2F26013671334,1307.05
WITHAT FLAWLESS VEIL CONCEALER คอนซีลเลอร์ปิดสิววิทแทท สูตรใหม่!,289.0,355.0,6746.0,4.91,26.0,Face,Withat(วิทแทท),https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F739603544%2F27171012306,1304.95
RAN Radiance Matte Reflection Powder แป้งนางฟ้ารัน,379.0,143.0,7269.0,4.92,52.0,Face,RAN Cosmetic (รัน คอสเมติก),https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F83733798%2F28412847097,1302.65
GMEELAN GLABRIDIN LONG-LASTING FOUNDATION STICK,179.0,1652.0,3267.0,4.89,25.0,Face,GMEELAN,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1190027192%2F26191378670,1300.85
